text,sentiment,prep_processed_text
@VosachResrus ^'ll just #wobble carry you #sink,sadness,wobble carry sink
@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses?  #solate,fear,week problem week unbelievable guy run regular 12 bus solate
wonder if at any point #BobMarley ever actually became #afraid of just how #high he'd gotten. :o #420,fear,wonder point BobMarley actually afraid high get 420
@ClvlndK8 It's so sad! There's always such optimism with a new year. This is...not good. @BuckshotBandit1 @dapostrophearcy,joy,sad optimism new year good
I feel like I am drowning. #depression  #falure #worthless,fear,feel like drown depression falure worthless
@PottzGaming hmu need players for lans next year. DM me. Need serious players. Im under org,sadness,hmu need player lan year DM need player m org
@ntfc watched the cobblers loads this season how is gorre a pro footballler terrible,fear,watch cobbler load season gorre pro footballler terrible
"@sandym709  regardless, lets say he has a permit. The permit doesn't excuse or allow him to threaten an officer(expressed or implied)w/ it.",fear,regardless let permit permit excuse allow threaten
But i'll be a pity. ðŸ‘ ,joy,pity dY
@MxJackMonroe I couldn't get on with it either. Bits started drooping that shouldn't droop. GP said mooncup alone to blame.,sadness,bit start droop droop GP say mooncup blame
still shaking though ðŸ™ƒ,fear,shake dY f
How can America be so openly embracing racism. #dismayed,fear,America openly embrace racism dismay
Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of ?,anger,miss fact BurkeRamsey swung sister JonBenet face golf club previously fit
Now this is getting out of hand. I'm freaked out by this death...and I'm God!! #mommaGrendel #intimidation,fear,get hand freak death God mommagrendel intimidation
I'm so annoyed/sad YouTube is burning itself to the ground ðŸ™„ðŸ™„,anger,annoyed sad YouTube burn ground dY
"be strong, independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality, the better",anger,strong independant practical stop live world fantasy snap fast u reality well
I think they may be #offended,anger,think offend
Happy birthday @iRidhiDogra keep smiling always.Wishing you a wonderful year ahead mam,joy,happy birthday smile wish wonderful year ahead mam
Benefit out exhilaration called online backing off: JkUVmvQXY,joy,benefit exhilaration call online backing jkuvmvqxy
"@ANI_news #Pakistan should stop cross border #terrorism if they really need solution for #KashmirIssue. @narendramodi sir, #India should act",fear,Pakistan stop cross border terrorism need solution KashmirIssue sir India act
He replied to my comments 4 times now i'm shaking omg,fear,reply comment 4 time shake omg
It's so gloomy outside. I wish it was as cold as it looked,sadness,gloomy outside wish cold look
At the end of the day I know that my kids will never worry about me leaving them ðŸ’•,fear,end day know kid worry leave
@jwolfie_ why you gotta use the dark skin emoji #offended,anger,got ta use dark skin emoji offend
"@blackeyed_susie They ain't going away, and I don't want to see them hurt; changing hearts/minds is really our only option, no? #optimism",joy,ai go away want hurt change heart mind option optimism
MY CAR IS DENTED FROM THE HAIL sad,sadness,car dent hail sad
Cheap pout my brodcast,sadness,cheap pout brodcast
courage the cowardly dog is like american horror story for kids,fear,courage cowardly dog like american horror story kid
Higginbotham's flippant dismissal of any worries around Carrick's lack of pace is dismal. Against nimble midfielders Carrick will be exposed,sadness,Higginbotham flippant dismissal worry Carrick lack pace dismal nimble midfielder Carrick expose
@SarahMi40605180 @kaileighhxo sorry to burst the bubble but there was never any illusion ðŸ™ˆðŸ˜‚ðŸ˜‚,anger,sorry burst bubble illusion dY
#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily #rage,anger,firsttweetever sippin hotchocolate wonder finally give haha hellloooootwitter facebookisforfamily rage
@WriterlyTweets Supine on the pianoâ€”lips parted. #sixwordstory #amwriting #blues #singer,sadness,Supine part sixwordstory amwrite blue singer
That grudge you're holding keeps making an appearance because #God wants you to deal with it.,anger,grudge hold keep make appearance God want deal
Who's afraid of the clowns???\ncomment down there....,fear,afraid
"@WTFISaHashtag1 @MuslimIQ The problem is that right wing extremist terror groups aren't given coverage, press not interested",fear,problem right wing extremist terror group give coverage press interested
"#Zumba, #PiYo and #HIIT sessions. Sweaty, burning but sooooooo good! #missedoutonsummerbikinibodybutwintersunbodywilldo",anger,Zumba PiYo HIIT session Sweaty burn sooooooo good missedoutonsummerbikinibodybutwintersunbodywilldo
i had an hour of football practice under the boiling sun and now i have 2hr volleyball practice under the BOILING SUN AGAIN,anger,hour football practice boil sun 2hr volleyball practice boiling sun
All in all a pleasing night down The Lane .  .  .  On to the next round &amp; bring on Liverpool at Anfield! #COYS,joy,pleasing night Lane round amp bring Liverpool Anfield COYS
@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis ,anger,Prudence suggest bump 2 3 week view skepticism medium HRC axis
And with rich Fumes his sullen sences cheer'd.,sadness,rich Fumes sullen sence
Watch this amazing live.ly broadcast by @katyy.mae  #musically,joy,watch amazing broadcast musically
"@ActualFlatticus @veggie64_leslie @mtracey Call me a pessimist, but I don't think therapy can fix whatever is wrong with Anthony Weiner.",sadness,pessimist think therapy fix wrong Anthony Weiner
"@Ms_Asia_Pacific @jgsuing @PilosopoTanya @HuffingtonPost @HuffPostPol as a fellow UP grad, i shiver at the shallowness of his arguments",fear,fellow grad shiver shallowness argument
Yo there's a kid on my snap chat from LA &amp; they get high off helium gas lmao.... I am like why the fuck lol,anger,Yo kid snap chat LA amp high helium gas lmao like fuck lol
"@ExaltedCaptain reality in the form of endless tragedies. She didn't know how to react at first, being too frightened to repeat another--",fear,reality form endless tragedy know react frightened repeat
@grahnort wonderful experience watching you yesterday at. @BBCLetItShine thankyou for the ,joy,wonderful experience watch yesterday thankyou
@debutemma I dont have to sit here and take this from u spry young children,joy,nt sit u spry young child
15 minutes of yoga to your breakfast routine will change your day #preparation #sunriseyoga #bodyawareness #health #yoga #smile #stretch,joy,15 minute yoga breakfast routine change day preparation sunriseyoga bodyawareness health yoga smile stretch
@TDsNation I blame how broken madden is this year,anger,blame broken madden year
@RobRiggle @joelmchale @NFLonFOX I still can't get jimmy garoppolo out of my head and it's been almost 3 weeks. Thanks a lot! #hilarious,joy,jimmy garoppolo head 3 week thank lot hilarious
"@cherrivarisco @audubonsociety Oh yes, males are colourful and the Females are dull, so that they can blend in to their environment.",sadness,oh yes male colourful female dull blend environment
Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary  #kittens,fear,Halloween party come soon turnt ruinT light firesauce hotsauce mildsauce getsauce champagnedream scary kitten
"@LouisFil just curious as to what you mean. No rush, no animosity, no disdain.",anger,curious mean rush animosity disdain
"@turoturok  We're glad to hear that everything is resolved. If you need anything else, please do not hesitate to reach out to us.  TY!",fear,glad hear resolve need hesitate reach TY
Im so serious about putting words in my mouth bitch don't add ' the ' to my sentence if I didn't say that shit on bloods,sadness,m put word mouth bitch add sentence shit blood
"@StarklyDark 'Come here. Come on. Into my arms. I'm not going anywhere, Tony, I swear.' Steve told him, quiet and solemn.",sadness,come come arm go Tony swear Steve tell quiet solemn
"Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas #nightmare #stressed",fear,swear God smart meter power company 8 month daft bill 6 visit British Gas nightmare stress
Watch this amazing live.ly broadcast by @mrgummyking  #musically,joy,watch amazing broadcast musically
$FOGO max pessimism here and no bottom (yet).  Has a solid PE ratio for a restaurant.  Let's catch it at 8 level or 10 level if it comes.,sadness,FOGO max pessimism solid pe ratio restaurant let catch 8 level 10 level come
@Lillie_Billy don't worry me and my mans @JJB1Owens gave him a piece of our mind,fear,worry man give piece mind
It's now September and we're still battling a situation that was said to be handled March of this year. @ATT this is unacceptable ,sadness,September battle situation say handle March year unacceptable
@emorottie true sonicsatam was serious and a bit dark. Aosth is like super goofy and Looney toonie to a degree,sadness,true sonicsatam bit dark Aosth like super goofy Looney toonie degree
"What's a Kali's kitten? [She asked, a frown curling on her fair skinned forehead as he showed her the scar] A cat did - (@ScarredTiger)",anger,Kali kitten ask frown curl fair skinned forehead show scar cat
@1NatalieMaines Can you imagine being the person who has to spray tan him? #shudder,fear,imagine person spray tan shudder
Riggs dumb ass hell lolol #hilarious #LethalWeapon,joy,Riggs dumb ass hell lolol hilarious LethalWeapon
@hoystweet Are the pre-purchased tickets being sent soon? Coming to the Saturday evening show... tickets are a no show! #panic #hoys ðŸ´ðŸ¦„,fear,pre purchased ticket send soon come Saturday evening ticket panic hoy
